,ds,holiday_0,holiday_1,holiday_2,locale,transferred,y,onpromotion,transactions,day,month,day_of_month,day_of_year,week_of_year,day_of_week,is_weekend,is_month_start,is_month_end,quarter,is_quarter_start,is_quarter_end,is_year_start,is_year_end
206,2017-04-05,0,0,1,3.0,1,846631.307907,15094.0,2813415.0,5,4,5,95,14,2,0,0,0,2,0,0,0,0
207,2017-04-06,0,0,1,3.0,1,683059.570103,6973.0,2665575.0,6,4,6,96,14,3,0,0,0,2,0,0,0,0
208,2017-04-07,0,0,1,3.0,1,765502.211925,12478.0,2830773.0,7,4,7,97,14,4,0,0,0,2,0,0,0,0
209,2017-04-08,0,0,1,3.0,1,988591.469958,7567.0,3235089.0,8,4,8,98,14,5,1,0,0,2,0,0,0,0
210,2017-04-09,0,0,1,3.0,1,1101713.657101,8423.0,3122361.0,9,4,9,99,14,6,1,0,0,2,0,0,0,0
211,2017-04-10,0,0,1,3.0,1,739392.130988,6662.0,2701644.0,10,4,10,100,15,0,0,0,0,2,0,0,0,0
212,2017-04-11,0,0,1,3.0,1,741331.430196,9681.0,2775465.0,11,4,11,101,15,1,0,0,0,2,0,0,0,0
213,2017-04-12,0,1,0,2.0,1,791762.312883,18094.0,2773716.0,12,4,12,102,15,2,0,0,0,2,0,0,0,0
214,2017-04-13,1,1,1,2.0,0,737029.565183,10215.0,2994816.0,13,4,13,103,15,3,0,0,0,2,0,0,0,0
215,2017-04-14,0,1,0,2.0,0,740889.486829,15812.0,2855061.0,14,4,14,104,15,4,0,0,0,2,0,0,0,0
216,2017-04-14,0,1,0,0.0,0,740889.486829,15812.0,2855061.0,14,4,14,104,15,4,0,0,0,2,0,0,0,0
217,2017-04-15,0,0,1,3.0,1,898610.217928,10690.0,3206445.0,15,4,15,105,15,5,1,0,0,2,0,0,0,0
218,2017-04-16,0,0,1,3.0,1,985493.795113,11676.0,2991912.0,16,4,16,106,15,6,1,0,0,2,0,0,0,0
219,2017-04-17,0,0,1,3.0,1,775916.9059055,10152.0,2740419.0,17,4,17,107,16,0,0,0,0,2,0,0,0,0
220,2017-04-18,0,0,1,3.0,1,717196.315762,11980.0,2651022.0,18,4,18,108,16,1,0,0,0,2,0,0,0,0
221,2017-04-19,0,0,1,3.0,1,735733.2142477001,19618.0,2606967.0,19,4,19,109,16,2,0,0,0,2,0,0,0,0
222,2017-04-20,0,0,1,3.0,1,675804.0219027,11231.0,2735865.0,20,4,20,110,16,3,0,0,0,2,0,0,0,0
223,2017-04-21,0,1,0,2.0,0,795795.893872,18291.0,2971815.0,21,4,21,111,16,4,0,0,0,2,0,0,0,0
224,2017-04-22,0,0,1,3.0,1,974952.817869,12972.0,3337125.0,22,4,22,112,16,5,1,0,0,2,0,0,0,0
225,2017-04-23,0,0,1,3.0,1,1140070.2748035,14276.0,3339138.0,23,4,23,113,16,6,1,0,0,2,0,0,0,0
226,2017-04-24,0,0,1,3.0,1,755072.530945,12476.0,2702733.0,24,4,24,114,17,0,0,0,0,2,0,0,0,0
227,2017-04-25,0,0,1,3.0,1,718996.080637,14844.0,2712369.0,25,4,25,115,17,1,0,0,0,2,0,0,0,0
228,2017-04-26,0,0,1,3.0,1,781159.2829995,21140.0,2795397.0,26,4,26,116,17,2,0,0,0,2,0,0,0,0
229,2017-04-27,0,0,1,3.0,1,624910.0260955,12602.0,2606043.0,27,4,27,117,17,3,0,0,0,2,0,0,0,0
230,2017-04-28,0,0,1,3.0,1,797636.6251025,18991.0,2886642.0,28,4,28,118,17,4,0,0,0,2,0,0,0,0
231,2017-04-29,0,0,1,3.0,1,1068279.815941,13643.0,3460710.0,29,4,29,119,17,5,1,0,0,2,0,0,0,0
232,2017-04-30,0,0,1,3.0,1,1041249.2479705,14204.0,3184962.0,30,4,30,120,17,6,1,0,1,2,0,0,0,0
233,2017-05-01,0,1,0,0.0,0,1306699.366897,12733.0,3512520.0,1,5,1,121,18,0,0,1,0,2,0,0,0,0
234,2017-05-02,0,0,1,3.0,1,907324.094113,14155.0,2926044.0,2,5,2,122,18,1,0,0,0,2,0,0,0,0
235,2017-05-03,0,0,1,3.0,1,924247.257204,21181.0,2960529.0,3,5,3,123,18,2,0,0,0,2,0,0,0,0
236,2017-05-04,0,0,1,3.0,1,716654.608983,10040.0,2704581.0,4,5,4,124,18,3,0,0,0,2,0,0,0,0
237,2017-05-05,0,0,1,3.0,1,780798.407016,15908.0,2815989.0,5,5,5,125,18,4,0,0,0,2,0,0,0,0
238,2017-05-06,0,0,1,3.0,1,1039417.861868,10346.0,3438699.0,6,5,6,126,18,5,1,0,0,2,0,0,0,0
239,2017-05-07,0,0,1,3.0,1,1227380.607924,11503.0,3405930.0,7,5,7,127,18,6,1,0,0,2,0,0,0,0
240,2017-05-08,0,0,1,3.0,1,776307.495015,9552.0,2779293.0,8,5,8,128,19,0,0,0,0,2,0,0,0,0
241,2017-05-09,0,0,1,3.0,1,715811.198881,12040.0,2717385.0,9,5,9,129,19,1,0,0,0,2,0,0,0,0
242,2017-05-10,0,0,1,3.0,1,766101.907094,20292.0,2760021.0,10,5,10,130,19,2,0,0,0,2,0,0,0,0
243,2017-05-11,0,0,1,3.0,1,648650.413039,11109.0,2688708.0,11,5,11,131,19,3,0,0,0,2,0,0,0,0
244,2017-05-12,0,1,0,2.0,0,764812.415784,16721.0,3018906.0,12,5,12,132,19,4,0,0,0,2,0,0,0,0
245,2017-05-13,1,1,0,0.0,0,1116976.891153,12225.0,4022337.0,13,5,13,133,19,5,1,0,0,2,0,0,0,0
246,2017-05-14,1,0,1,0.0,0,884199.9138385,12682.0,3341481.0,14,5,14,134,19,6,1,0,0,2,0,0,0,0
247,2017-05-15,0,0,1,3.0,1,823035.572122,11265.0,2762628.0,15,5,15,135,20,0,0,0,0,2,0,0,0,0
248,2017-05-16,0,0,1,3.0,1,807803.8950783,13685.0,2822424.0,16,5,16,136,20,1,0,0,0,2,0,0,0,0
249,2017-05-17,0,0,1,3.0,1,841407.607944,18617.0,2823480.0,17,5,17,137,20,2,0,0,0,2,0,0,0,0
250,2017-05-18,0,0,1,3.0,1,628487.989962,10594.0,2559513.0,18,5,18,138,20,3,0,0,0,2,0,0,0,0
251,2017-05-19,0,0,1,3.0,1,773775.4378677,15706.0,2847438.0,19,5,19,139,20,4,0,0,0,2,0,0,0,0
252,2017-05-20,0,0,1,3.0,1,1035667.381833,10841.0,3356397.0,20,5,20,140,20,5,1,0,0,2,0,0,0,0
253,2017-05-21,0,0,1,3.0,1,1201938.886229,12033.0,3353658.0,21,5,21,141,20,6,1,0,0,2,0,0,0,0
254,2017-05-22,0,0,1,3.0,1,778935.156126,10039.0,2773617.0,22,5,22,142,21,0,0,0,0,2,0,0,0,0
255,2017-05-23,0,0,1,3.0,1,723151.767982,12292.0,2706264.0,23,5,23,143,21,1,0,0,0,2,0,0,0,0
256,2017-05-24,0,1,0,0.0,1,746303.6271255,20850.0,2702007.0,24,5,24,144,21,2,0,0,0,2,0,0,0,0
257,2017-05-25,0,0,1,3.0,1,620108.24391,9527.0,2590533.0,25,5,25,145,21,3,0,0,0,2,0,0,0,0
258,2017-05-26,1,1,1,0.0,0,984511.1521135,16458.0,3183015.0,26,5,26,146,21,4,0,0,0,2,0,0,0,0
259,2017-05-27,0,0,1,3.0,1,932219.893144,10604.0,3184797.0,27,5,27,147,21,5,1,0,0,2,0,0,0,0
260,2017-05-28,0,0,1,3.0,1,1061771.636907,11854.0,3134010.0,28,5,28,148,21,6,1,0,0,2,0,0,0,0
261,2017-05-29,0,0,1,3.0,1,776813.137038,10056.0,2742993.0,29,5,29,149,22,0,0,0,0,2,0,0,0,0
262,2017-05-30,0,0,1,3.0,1,742471.2769905,12281.0,2745930.0,30,5,30,150,22,1,0,0,0,2,0,0,0,0
263,2017-05-31,0,0,1,3.0,1,858062.149411,17457.0,3081045.0,31,5,31,151,22,2,0,0,1,2,0,0,0,0
264,2017-06-01,0,0,1,3.0,1,766859.172845,3498.0,2975643.0,1,6,1,152,22,3,0,1,0,2,0,0,0,0
265,2017-06-02,0,0,1,3.0,1,918421.319125,13480.0,3030720.0,2,6,2,153,22,4,0,0,0,2,0,0,0,0
266,2017-06-03,0,0,1,3.0,1,1176138.109152,9337.0,3529845.0,3,6,3,154,22,5,1,0,0,2,0,0,0,0
267,2017-06-04,0,0,1,3.0,1,1376511.520495,10512.0,3530076.0,4,6,4,155,22,6,1,0,0,2,0,0,0,0
268,2017-06-05,0,0,1,3.0,1,912693.8511,8750.0,2913009.0,5,6,5,156,23,0,0,0,0,2,0,0,0,0
269,2017-06-06,0,0,1,3.0,1,805546.647956,11319.0,2786751.0,6,6,6,157,23,1,0,0,0,2,0,0,0,0
270,2017-06-07,0,0,1,3.0,1,842979.8370823,17369.0,2830014.0,7,6,7,158,23,2,0,0,0,2,0,0,0,0
271,2017-06-08,0,0,1,3.0,1,667099.801025,10621.0,2590500.0,8,6,8,159,23,3,0,0,0,2,0,0,0,0
272,2017-06-09,0,0,1,3.0,1,795116.1360699,15713.0,2885223.0,9,6,9,160,23,4,0,0,0,2,0,0,0,0
273,2017-06-10,0,0,1,3.0,1,993732.684049,11792.0,3290628.0,10,6,10,161,23,5,1,0,0,2,0,0,0,0
274,2017-06-11,0,0,1,3.0,1,1213673.946877,13187.0,3328248.0,11,6,11,162,23,6,1,0,0,2,0,0,0,0
275,2017-06-12,0,0,1,3.0,1,768349.7589517,10854.0,2675640.0,12,6,12,163,24,0,0,0,0,2,0,0,0,0
276,2017-06-13,0,0,1,3.0,1,729412.959849,13186.0,2675079.0,13,6,13,164,24,1,0,0,0,2,0,0,0,0
277,2017-06-14,0,0,1,3.0,1,785885.9088963,20019.0,2730816.0,14,6,14,165,24,2,0,0,0,2,0,0,0,0
278,2017-06-15,0,0,1,3.0,1,660338.346974,10081.0,2700423.0,15,6,15,166,24,3,0,0,0,2,0,0,0,0
279,2017-06-16,0,0,1,3.0,1,834786.4275550001,15820.0,3064116.0,16,6,16,167,24,4,0,0,0,2,0,0,0,0
280,2017-06-17,0,0,1,3.0,1,1096133.5508865,11567.0,3768633.0,17,6,17,168,24,5,1,0,0,2,0,0,0,0
281,2017-06-18,0,0,1,3.0,1,965144.121179,12259.0,3273369.0,18,6,18,169,24,6,1,0,0,2,0,0,0,0
282,2017-06-19,0,0,1,3.0,1,791146.393731,10399.0,2735403.0,19,6,19,170,25,0,0,0,0,2,0,0,0,0
283,2017-06-20,0,0,1,3.0,1,787326.7170395,13072.0,2755764.0,20,6,20,171,25,1,0,0,0,2,0,0,0,0
284,2017-06-21,0,0,1,3.0,1,766159.0112892,21009.0,2736657.0,21,6,21,172,25,2,0,0,0,2,0,0,0,0
285,2017-06-22,0,0,1,3.0,1,609868.8309586,11621.0,2562087.0,22,6,22,173,25,3,0,0,0,2,0,0,0,0
286,2017-06-23,0,1,0,2.0,0,761049.7450639,17672.0,2849418.0,23,6,23,174,25,4,0,0,0,2,0,0,0,0
287,2017-06-24,0,0,1,3.0,1,963268.227135,12262.0,3268881.0,24,6,24,175,25,5,1,0,0,2,0,0,0,0
288,2017-06-25,0,1,0,2.0,0,2185221.717228,26742.0,6275412.0,25,6,25,176,25,6,1,0,0,2,0,0,0,0
289,2017-06-25,0,1,0,1.0,0,1092610.858614,13371.0,3137706.0,25,6,25,176,25,6,1,0,0,2,0,0,0,0
290,2017-06-26,0,0,1,3.0,1,755367.8450665,10857.0,2687619.0,26,6,26,177,26,0,0,0,0,2,0,0,0,0
291,2017-06-27,0,0,1,3.0,1,682218.468913,13169.0,2614458.0,27,6,27,178,26,1,0,0,0,2,0,0,0,0
292,2017-06-28,0,0,1,3.0,1,731896.9850105,20138.0,2658183.0,28,6,28,179,26,2,0,0,0,2,0,0,0,0
293,2017-06-29,0,0,1,3.0,1,630811.802872,13403.0,2571426.0,29,6,29,180,26,3,0,0,0,2,0,0,0,0
294,2017-06-30,0,0,1,3.0,1,802273.1392327,18245.0,2916144.0,30,6,30,181,26,4,0,0,1,2,0,1,0,0
295,2017-07-01,0,0,1,3.0,1,1207529.921868,13017.0,3596769.0,1,7,1,182,26,5,1,1,0,3,1,0,0,0
296,2017-07-02,0,0,1,3.0,1,1296379.2175535,13882.0,3444936.0,2,7,2,183,26,6,1,0,0,3,0,0,0,0
297,2017-07-03,0,1,0,2.0,0,1850286.817632,24658.0,6004416.0,3,7,3,184,27,0,0,0,0,3,0,0,0,0
298,2017-07-04,0,0,1,3.0,1,832359.2860137,14888.0,2940597.0,4,7,4,185,27,1,0,0,0,3,0,0,0,0
299,2017-07-05,0,0,1,3.0,1,844301.613116,23049.0,2939805.0,5,7,5,186,27,2,0,0,0,3,0,0,0,0
300,2017-07-06,0,0,1,3.0,1,700272.0099567,13192.0,2736591.0,6,7,6,187,27,3,0,0,0,3,0,0,0,0
301,2017-07-07,0,0,1,3.0,1,805792.302193,18485.0,2952411.0,7,7,7,188,27,4,0,0,0,3,0,0,0,0
302,2017-07-08,0,0,1,3.0,1,998347.1930085,13428.0,3344517.0,8,7,8,189,27,5,1,0,0,3,0,0,0,0
303,2017-07-09,0,0,1,3.0,1,1100833.322376,14273.0,3225981.0,9,7,9,190,27,6,1,0,0,3,0,0,0,0
304,2017-07-10,0,0,1,3.0,1,804158.8610365,12239.0,2823051.0,10,7,10,191,28,0,0,0,0,3,0,0,0,0
305,2017-07-11,0,0,1,3.0,1,730534.767701,14429.0,2741343.0,11,7,11,192,28,1,0,0,0,3,0,0,0,0
306,2017-07-12,0,0,1,3.0,1,748799.9959087,20226.0,2777115.0,12,7,12,193,28,2,0,0,0,3,0,0,0,0
307,2017-07-13,0,0,1,3.0,1,629651.3629294999,10199.0,2597760.0,13,7,13,194,28,3,0,0,0,3,0,0,0,0
308,2017-07-14,0,0,1,3.0,1,765489.6173932999,16059.0,2893143.0,14,7,14,195,28,4,0,0,0,3,0,0,0,0
309,2017-07-15,0,0,1,3.0,1,969077.125075,11079.0,3309669.0,15,7,15,196,28,5,1,0,0,3,0,0,0,0
310,2017-07-16,0,0,1,3.0,1,1100803.699023,11720.0,3171927.0,16,7,16,197,28,6,1,0,0,3,0,0,0,0
311,2017-07-17,0,0,1,3.0,1,818325.522149,10056.0,2820741.0,17,7,17,198,29,0,0,0,0,3,0,0,0,0
312,2017-07-18,0,0,1,3.0,1,730133.70894,12065.0,2714811.0,18,7,18,199,29,1,0,0,0,3,0,0,0,0
313,2017-07-19,0,0,1,3.0,1,767978.778078,18201.0,2747745.0,19,7,19,200,29,2,0,0,0,3,0,0,0,0
314,2017-07-20,0,0,1,3.0,1,688288.067857,10708.0,2719959.0,20,7,20,201,29,3,0,0,0,3,0,0,0,0
315,2017-07-21,0,0,1,3.0,1,782418.2992188,15340.0,2924229.0,21,7,21,202,29,4,0,0,0,3,0,0,0,0
316,2017-07-22,0,0,1,3.0,1,932902.046681,10070.0,3212814.0,22,7,22,203,29,5,1,0,0,3,0,0,0,0
317,2017-07-23,0,1,0,2.0,0,1024288.741245,10870.0,3107610.0,23,7,23,204,29,6,1,0,0,3,0,0,0,0
318,2017-07-24,1,1,0,2.0,0,816564.327096,9448.0,2808960.0,24,7,24,205,30,0,0,0,0,3,0,0,0,0
319,2017-07-25,1,1,0,2.0,0,713581.632609,11325.0,2703690.0,25,7,25,206,30,1,0,0,0,3,0,0,0,0
320,2017-07-26,0,0,1,3.0,1,740653.044167,18725.0,2709729.0,26,7,26,207,30,2,0,0,0,3,0,0,0,0
321,2017-07-27,0,0,1,3.0,1,659849.8270588,8001.0,2598519.0,27,7,27,208,30,3,0,0,0,3,0,0,0,0
322,2017-07-28,0,0,1,3.0,1,835099.6822035,13850.0,2943501.0,28,7,28,209,30,4,0,0,0,3,0,0,0,0
323,2017-07-29,0,0,1,3.0,1,1032310.865737,9099.0,3307491.0,29,7,29,210,30,5,1,0,0,3,0,0,0,0
324,2017-07-30,0,0,1,3.0,1,1123752.4779517,10227.0,3131667.0,30,7,30,211,30,6,1,0,0,3,0,0,0,0
325,2017-07-31,0,0,1,3.0,1,885856.8408705,8649.0,2923569.0,31,7,31,212,31,0,0,0,1,3,0,0,0,0
326,2017-08-01,0,0,1,3.0,1,988527.763204,10150.0,3038739.0,1,8,1,213,31,1,0,1,0,3,0,0,0,0
327,2017-08-02,0,0,1,3.0,1,964712.016051,16524.0,3069759.0,2,8,2,214,31,2,0,0,0,3,0,0,0,0
328,2017-08-03,0,0,1,3.0,1,728068.485132,7859.0,2822193.0,3,8,3,215,31,3,0,0,0,3,0,0,0,0
329,2017-08-04,0,0,1,3.0,1,827775.686128,14193.0,3013065.0,4,8,4,216,31,4,0,0,0,3,0,0,0,0
330,2017-08-05,0,1,0,2.0,0,965693.650492,8684.0,3336564.0,5,8,5,217,31,5,1,0,0,3,0,0,0,0
331,2017-08-06,0,0,1,3.0,1,1049559.164277,9565.0,3173346.0,6,8,6,218,31,6,1,0,0,3,0,0,0,0
332,2017-08-07,0,0,1,3.0,1,797464.963817,8209.0,2873376.0,7,8,7,219,32,0,0,0,0,3,0,0,0,0
333,2017-08-08,0,0,1,3.0,1,717766.3491055,10638.0,2752926.0,8,8,8,220,32,1,0,0,0,3,0,0,0,0
334,2017-08-09,0,0,1,3.0,1,734139.67401,16117.0,2819916.0,9,8,9,221,32,2,0,0,0,3,0,0,0,0
335,2017-08-10,0,1,0,0.0,1,651386.9119697,7917.0,2741112.0,10,8,10,222,32,3,0,0,0,3,0,0,0,0
336,2017-08-11,1,1,1,0.0,0,826373.722022,14179.0,2955183.0,11,8,11,223,32,4,0,0,0,3,0,0,0,0
337,2017-08-12,0,0,1,3.0,1,792630.5350785,8312.0,2967591.0,12,8,12,224,32,5,1,0,0,3,0,0,0,0
338,2017-08-13,0,0,1,3.0,1,865639.677471,9283.0,2837769.0,13,8,13,225,32,6,1,0,0,3,0,0,0,0
339,2017-08-14,0,0,1,3.0,1,760922.4060808,8043.0,2819784.0,14,8,14,226,33,0,0,0,0,3,0,0,0,0
340,2017-08-15,0,1,0,2.0,0,762661.935939,10605.0,2856513.0,15,8,15,227,33,1,0,0,0,3,0,0,0,0
